,sentiment,content
4830,1,rodsmack k much appreciated yeah sure challenge great reward trade anything
4831,1,may th you happy star war day http ow ly aw
4832,0,matrix online shuts next month wow i feel kinda sad
4833,1,sun back again could kind weather last january february like jacket
4834,1,ubernostrum really ought pay attention phone tweet sure moives better
4835,1,http twitpic com wsm love family guy hour work go
4836,1,heyrbk ohh shardup hehe he hot lah gotta admeeet bleh
4837,0,today dan bought bio dome reality bite soundtrack needless say get mayjah point also tummy happy boo
4838,1,time snuggle bed electric blankie
4839,1,sweet libertine um glad enjoyed it
4840,1,park slope brooklyn working bust photoshoot exciting amp no fever tonsil size golfballs
4841,0,peanut thank you see long take finish damn thing
4842,1,dnt even like wearing skinny jean cuz yall bitch as nias
4843,1,http tinyurl com czgn wow wow hope get sort gut near future
4844,0,working still sick
4845,0,lululemon thanks sadly streamline top ii sold out streamline trunk ii available size get halfway
4846,1,lifebychocolate alredy chocolate impossible resist
4847,1,left work inventory way easy got put highschool musical cd amazing goodnight goodnight everyone
4848,1,katevoegele amazing concert got really good video picture
4849,0,dougreport read floyd article say private
4850,0,birdsandbones meeee too listening sad music missing you p http www daytrotter com
4851,1,drink hot chocolate yummy
4852,0,life know it exist anymore
4853,1,jennamadison hehehehehe it play time cutie lol lol
4854,1,petiteantoin oh that s cool thanks
4855,1,introversimondu sound good yeah turn tomorrow definitely partying
4856,0,soo tired still kinda angry missed concert
4857,0,doc said bone look quot fine enough quot also see rhumatologist old lady
4858,0,im heading home gotta work sunday
4859,0,big weekend final project due sunday night computer day night
4860,0,vian yeah real hard know get it smile
4861,0,first time going home early suck b single one call
4862,0,gi ri ja suck it
4863,1,eat hot link torta
4864,0,gimboland sorry change plan revision monday exam park one friend
4865,0,katiefreeze miss you lonely empty without you http yfrog com ozxoj
4866,0,heard single waiting month hear and im disappointed
4867,0,wanted greg pritchard go silly sobby hopelessly dull little girl hollie steel is
4868,0,lost favorite thing love always him story year key chain
4869,1,going shopping sunday dinner round two p
4870,0,crimsondreamer bueno hollykins need feel better asap p s miss you done uni soon you soproudofyou
4871,1,grahamguy coffee
4872,0,yelyahwilliams noooooooooooooooooooooooooo can t
4873,1,lovely breakfast mum yummy pancake
4874,0,annejsimmons mother bad day
4875,0,miss alot im gonna talk him hope
4876,1,played friendly gm today bulgaria def pt offensively still working timing israel sun gotta cut player
4877,1,congratulation manny quot pacman quot pacquiao made every filipino proud filipino
4878,0,itstayloryall im sad missed family reunion
4879,1,omg nicolekennedy found thnx
4880,0,might snob friend follower ratio
4881,1,elle woo hoo made one favorite see monday s rock
4882,1,ok happy star war day everyone say may th
4883,1,hobgoods yeah went satellite beach today flattt good skimming though
4884,1,ahh juz got new rapidshare account last till oct gb download limit daily
4885,0,ccnkaddict know fall right pm time like right middle day
4886,0,think may cry sold civic longer mine
4887,0,lilmoever mad wont there ughhh
4888,0,samgrierson awwww ah well least sober week possibly get gym u gonna make music live xx
4889,1,gonna beautiful day
4890,0,natalietran like term quot partner quot come relationship business like that s ugly word day
4891,0,flutter bye send pic supposed go shit got fucked up
4892,1,really good bank hoilday
4893,1,lala little girl love new song hippieho iï¿½ve answered u love freaky twitter guy d
4894,1,nungguin sista law lahiran di r asih kayaknya sih sore ini lahiran yeayy another baby girl family
4895,0,sharkattack wish quot i like quot option like fb thing like
4896,0,least day
4897,1,ashleytaylor x sweet girl food soooo good
4898,1,thesupergirl extremely excited day behind
4899,1,u tweeps forget call mom today
4900,1,fab sunny day
4901,0,kateesslemont tried failed
4902,1,snowded nice one
4903,1,live pv migrates vmware vsp exam magento config quiet weekend party central
4904,0,going group therapy session can t wait spill gut ha ha ha
4905,1,lrpw hey ty tip wifi networking one many talent get bothered lol
4906,0,official twilight saga ended sigh my life empty
4907,1,jordansgirl drag but part come handy hee hee
4908,1,sarahblevins know
4909,1,yatpundit oooh ok thought losing mizmind
4910,0,hr say ca taking tax check
4911,1,going watch two david yey
4912,0,bondean sad thing wanted work year dream job crushed saw crappy wa still bitter
4913,0,wish chicago
4914,1,barack obama legend watched dinner speach pretty funny
4915,0,another rainy day
4916,0,rehearsal gonna miss game please keep updated go nugget
4917,0,talked samgrover s cute grandma phone speaks hindi not best language but somehow manged
4918,0,sophieveronica ha ha abbreviate bulky
4919,0,savfortomorrow thought pretty good guess not bummer
4920,1,getting little mowing grass evening fun
4921,0,angelicaaa workies dad aw suck working saturday morning study exam
4922,1,mc craig g hope enjoying money it s looking real good right
4923,1,jessejane look great morning already
4924,0,got bad headache
4925,0,writing boring part paper hmm sun shining feel like working this however
4926,1,veritasunae ahh that s fun work last night party after went movie today see wolverine good weekend
4927,1,hey robluketic quot keep clear quot robluketic live gt http ustre am wv
4928,1,queenkak oh thank thank you hoping video online
4929,0,http twitpic com ov martinhiggins ahte stress supposed friday make wanna cry
4930,1,chilling feeling really nice
4931,1,miss om quot if paint fingernail green oh happens paint green quot marvelous
4932,1,happy star war day may th
4933,0,ripped favorite pair jean
4934,1,visitgalena miss world iccvb meeting visitpeoria mon wed fun beginning
4935,1,birthday happy birthday me
4936,0,bad red devil disappointing say least
4937,0,haldira awww bad entertain thought entering
4938,0,sore yesterday definitely feeling hill now leg hurt way booty good hurt
4939,1,good day ya ll happy mom s day
4940,0,first work computer home laptop fucked
4941,1,xo nessa hiyaaa hannah asked wanted come girl aloud wil see skank money somwhere ï¿½ need
4942,1,get drive dad airport fly vega wsop wanna go vega
4943,1,say goodbye karenbrady agneslikaite two best intern elevate ever
4944,1,hi blowmefool thanks follow good luck friend ha
4945,1,p brian announced message title quot what flow you quot friend replied quot cheescake quot ha
4946,1,yes today star war day may th you
4947,1,finished watching quot role model quot hilarious debating whether go hmmm
4948,1,certainly spring vail co raining snowing mother nature know mountain closed ski season
4949,1,igortizz hahahahaha u look really good ur picture
4950,1,scarlettx omg forgot that lucky thing hope fun x
4951,1,sanazypoo omg hahaha thought joking twittering that hahaha awesome good time
4952,0,rec game trying cry the pain much i need him can t lose lt my heart breakingg
4953,1,jordanknight please wish wife evelyn happy mother s day tell hope wonderful day spoil today
4954,1,chrisfullman would never thing thing awesomerer minute walk work
4955,0,feel actual heartbreak levanah gate last night x
4956,1,ahhrjay useless tweet lol jk yay coming tmr long u gnna phils
4957,1,peternomad thanks know
4958,1,ethanrock thanks head up ethan watching
4959,0,eddyizm like turtle
4960,0,ewww printed new i d badge thingie work n eww picture took many n ugly
4961,0,sad say bye bye beautiful mountain http twitpic com k
4962,1,griffreviews lol yea know almost done semester week yay
4963,1,sarrahrae hahah know loved hannah montana movie aweesome
4964,1,shopping grandparent dinner bf woop
4965,0,didnt leave voicemail inlove
4966,0,ok son bath gonna see find quick quote gonna miss ya ll weekend already gettin sad
4967,0,chescaaaaaa yeaaaahh
4968,0,im gonna fail test miserably history
4969,1,grrrr cant even enjoy b e a utiful day finish damned essay philosophy
4970,0,feeling bad taylorshockley profile pic
4971,1,kittypeace fun twitpic purple hair once
4972,1,r city tell brandon said hi
4973,1,happy star war day
4974,0,starving alyssa s mom would bring subway
4975,0,asked sing yet again aha coffee mornin time psychology past question amp revision suck
4976,1,new week new legend make
4977,1,tired want play random song gitwar drama essay
4978,0,everytime still hold horrible horrible memory though
4979,1,going gym early trying get back shape again husb got gift cert swim w dolphin bd need muscle
4980,0,lt ha internet weekend
4981,0,dan been child miss you msned day
4982,1,done disneyland kid s knocked out stopped hotel bar grabbed grey goose amp tonic way up peace
4983,0,mssbxny artery tomorrow hagen daz
4984,1,joyee thanks pp
4985,0,bus almost hour late crappy alarm clock leeuwarden
4986,0,sometimes wish warden
4987,1,phreshlyphaded oh wow thanks info
4988,1,happy sunday beautiful day london meet chergo breakfast xx
4989,1,enjoyed week work back next week
4990,1,watching movie rocking baby kitty asleep sling hanging neck cute
4991,0,danecook sooo sad miss san diego
4992,1,musicalchilly thank u lady
4993,0,sookiebontemps ooc thanks ugh what bad bad day had damn twitter
4994,0,even though everyone wanted newish song teacher agreed s old grumpy like u happy haha
4995,1,promisetangeman beautiful bride gonna love married life absolutely rock congrats both
4996,0,saddest celeb story week http bit ly hph
4997,0,mulla oh noooooo sorry suck hard
4998,1,praxilla kid count day till saturday hope something remember life
4999,0,sorta need somehow forget e la practically ethic exam self imposed revision time
5000,1,put tv canuck game score yaay come vancity baby i know can t believe watching hockey either
5001,0,roughnight
5002,0,livin ur iznt nice all miss mum
5003,0,youtube working
5004,0,it`s romantic novel cried end i`m going bed i`m tired
5005,0,saytri lol exam go mcast school finished form that s soo disappointed
5006,0,zwriter missing qualifying think david reutimann leading
5007,1,morning twitts heading home great sleep w bf tennille
5008,0,reveriebr suck hope find new job soon
5009,1,devyra haha love hmm lol need good band
5010,1,ang payat ko na yes hoping go melbourne weight last year http plurk com p su
5011,0,blackout city never good
5012,1,officially kindergarten cop
5013,0,amandamallard chaseton s either please die heart really sad
5014,0,marisatangorra handwriting isnt them everyone making fun im sitting myseld lrc
5015,0,dont wanna miss laker game tonight sad
5016,0,one want sit lunch guess bury head laptop continue anti social
5017,1,vernaewilliams lancedrummonds two hilaaaaarious love it vernae
5018,1,subway im going get subway love it ate often new zealand
